, time , Madrid_wind_speed , Valencia_wind_deg , Bilbao_rain_1h , Valencia_wind_speed , Seville_humidity , Madrid_humidity , Bilbao_clouds_all , Bilbao_wind_speed , Seville_clouds_all , Bilbao_wind_deg , Barcelona_wind_speed , Barcelona_wind_deg , Madrid_clouds_all , Seville_wind_speed , Barcelona_rain_1h , Seville_pressure , Seville_rain_1h , Bilbao_snow_3h , Barcelona_pressure , Seville_rain_3h , Madrid_rain_1h , Barcelona_rain_3h , Valencia_snow_3h , Madrid_weather_id , Barcelona_weather_id , Bilbao_pressure , Seville_weather_id , Valencia_pressure , Seville_temp_max , Madrid_pressure , Valencia_temp_max , Valencia_temp , Bilbao_weather_id , Seville_temp , Valencia_humidity , Valencia_temp_min , Barcelona_temp_max , Madrid_temp_max , Barcelona_temp , Bilbao_temp_min , Bilbao_temp , Barcelona_temp_min , Bilbao_temp_max , Seville_temp_min , Madrid_temp , Madrid_temp_min , load_shortfall_3h 
 4 013.00 , 42 507.25 , 2.33 , level_5 , -   , 0.67 , 93.00 , 76.00 , 30.67 , -   , -   , -   , 2.33 , 333.33 , -   , 0.67 , -   , sp10 , -   , -   , 1 020.00 , -   , -   , -   , -   , 800.00 , 801.00 , 1 022.00 , 800.00 , 1 019.00 , 305.15 , 1 019.00 , 289.23 , 285.73 , 714.33 , 294.68 , 80.00 , 283.33 , 290.00 , 286.62 , 286.53 , 278.48 , 282.27 , 283.52 , 284.82 , 288.15 , 283.28 , 281.67 , 5 172.00 
 4 014.00 , 42 507.38 , 1.67 , level_5 , -   , 1.67 , 72.00 , 66.67 , 6.67 , 0.67 , -   , 40.00 , 2.00 , 183.33 , -   , 2.33 , -   , sp10 , -   , -   , 1 020.00 , -   , -   , -   , -   , 800.00 , 801.00 , 1 021.67 , 800.00 , 1 019.67 , 313.82 , 1 019.67 , 294.45 , 292.62 , 727.67 , 299.62 , 59.67 , 290.98 , 295.75 , 297.92 , 291.03 , 281.82 , 287.00 , 285.56 , 290.00 , 290.48 , 288.75 , 285.37 , 10 169.67 
 4 015.00 , 42 507.50 , 0.67 , level_3 , -   , 4.67 , 36.00 , 49.67 , 20.00 , 1.33 , -   , -   , 3.00 , 143.33 , -   , 3.33 , -   , sp9 , -   , -   , 1 020.00 , -   , -   , -   , -   , 800.00 , 801.00 , 1 020.67 , 800.00 , 1 019.67 , 315.48 , 1 018.67 , 296.11 , 294.63 , 801.00 , 304.95 , 62.67 , 293.08 , 296.49 , 297.02 , 292.69 , 288.15 , 292.23 , 289.71 , 297.04 , 298.82 , 293.35 , 291.86 , 10 527.33 
 4 016.00 , 42 507.63 , 1.33 , level_3 , -   , 5.33 , 24.67 , 34.67 , 40.00 , 2.33 , 6.67 , 130.00 , 6.33 , 170.00 , 20.00 , 2.33 , -   , sp5 , -   , -   , 1 019.00 , -   , -   , -   , -   , 801.00 , 801.67 , 1 019.00 , 800.33 , 1 018.33 , 313.15 , 1 017.00 , 295.56 , 294.00 , 802.00 , 306.11 , 72.33 , 292.38 , 294.45 , 296.48 , 292.08 , 290.74 , 294.12 , 289.63 , 299.45 , 301.82 , 296.16 , 295.87 , 9 311.33 
 4 017.00 , 42 507.75 , 1.33 , level_3 , -   , 3.33 , 24.00 , 33.67 , 40.00 , 2.67 , 20.00 , 353.33 , 5.00 , 173.33 , 20.00 , 2.00 , -   , sp4 , -   , -   , 1 017.67 , -   , -   , -   , -   , 801.00 , 801.00 , 1 018.00 , 801.00 , 1 017.00 , 309.15 , 1 015.33 , 293.93 , 292.50 , 802.00 , 304.95 , 75.33 , 291.02 , 294.26 , 297.45 , 291.72 , 289.08 , 291.59 , 289.45 , 293.15 , 302.15 , 296.73 , 295.98 , 8 967.33 
 4 018.00 , 42 507.88 , 1.00 , level_3 , -   , 2.33 , 35.67 , 41.00 , 33.33 , 1.33 , -   , 210.00 , 2.00 , 173.33 , -   , 6.00 , -   , sp4 , -   , -   , 1 017.67 , -   , -   , -   , -   , 800.00 , 801.00 , 1 018.67 , 800.00 , 1 017.33 , 306.48 , 1 015.33 , 291.48 , 289.33 , 801.67 , 301.54 , 80.33 , 287.22 , 290.63 , 295.48 , 288.83 , 286.78 , 287.93 , 285.19 , 289.00 , 298.15 , 293.98 , 292.84 , 9 239.33 
 4 019.00 , 42 508.00 , 0.67 , level_1 , -   , 1.00 , 70.00 , 62.00 , 51.67 , -   , -   , -   , 0.67 , 106.67 , -   , 1.67 , -   , sp8 , -   , -   , 1 018.00 , -   , -   , -   , -   , 800.00 , 801.00 , 1 018.67 , 800.00 , 1 018.00 , 305.15 , 1 016.00 , 291.15 , 288.95 , 802.33 , 297.83 , 84.00 , 287.41 , 289.26 , 290.18 , 287.48 , 281.82 , 285.75 , 285.00 , 287.63 , 292.48 , 288.31 , 287.04 , 10 183.33 
 4 020.00 , 42 508.13 , 1.33 , level_4 , -   , 0.67 , 35.67 , 83.33 , 68.00 , 0.33 , 2.67 , -   , 2.33 , 323.33 , -   , 1.33 , -   , sp1 , -   , -   , 1 016.67 , -   , -   , -   , -   , 800.00 , 801.00 , 1 017.00 , 800.00 , 1 016.67 , 303.82 , 1 015.67 , 290.15 , 287.96 , 803.00 , 295.35 , 88.00 , 285.56 , 288.52 , 286.92 , 286.02 , 282.96 , 285.04 , 282.59 , 286.70 , 290.48 , 285.14 , 284.08 , 7 905.33 
 4 021.00 , 42 508.25 , 1.33 , level_7 , -   , 1.33 , 85.67 , 87.00 , 55.00 , 1.00 , -   , 83.33 , 2.33 , 323.33 , 6.67 , 0.67 , -   , sp7 , -   , -   , 1 016.00 , -   , -   , -   , -   , 800.33 , 801.00 , 1 016.00 , 800.00 , 1 016.00 , 308.48 , 1 015.33 , 289.27 , 287.34 , 802.33 , 295.90 , 93.00 , 285.37 , 289.82 , 287.45 , 286.30 , 282.41 , 284.66 , 282.41 , 286.19 , 288.15 , 283.92 , 282.41 , 7 538.00 
 4 022.00 , 42 508.38 , 1.33 , level_1 , -   , 0.67 , 70.00 , 70.33 , 51.67 , 0.33 , -   , 251.33 , 3.00 , 243.33 , 13.33 , 1.00 , -   , sp10 , -   , -   , 1 016.00 , -   , -   , -   , -   , 800.67 , 801.00 , 1 016.67 , 800.00 , 1 016.00 , 315.15 , 1 017.00 , 294.08 , 293.23 , 802.33 , 300.58 , 77.67 , 292.02 , 295.37 , 300.25 , 291.03 , 285.48 , 288.51 , 289.08 , 290.93 , 291.48 , 290.15 , 286.30 , 9 594.33 
 4 023.00 , 42 508.50 , 1.67 , level_5 , -   , 3.67 , 47.00 , 50.67 , 51.67 , 3.67 , -   , 330.00 , 7.00 , 210.00 , -   , 1.33 , -   , sp12 , -   , -   , 1 016.00 , -   , -   , -   , -   , 800.00 , 801.00 , 1 017.00 , 800.00 , 1 015.33 , 315.15 , 1 016.67 , 298.34 , 297.42 , 802.33 , 304.68 , 55.00 , 295.78 , 297.41 , 299.22 , 293.73 , 290.15 , 293.05 , 291.30 , 298.89 , 298.15 , 294.99 , 292.97 , 9 561.33 
 4 024.00 , 42 508.63 , 3.67 , level_3 , -   , 5.67 , 34.00 , 35.33 , 75.00 , 6.00 , -   , 330.00 , 8.67 , 220.00 , 26.67 , 3.67 , -   , sp9 , -   , -   , 1 014.33 , -   , -   , -   , -   , 801.33 , 801.00 , 1 018.00 , 800.00 , 1 013.67 , 313.48 , 1 015.33 , 300.37 , 296.35 , 803.00 , 306.42 , 62.67 , 291.85 , 299.26 , 298.48 , 295.05 , 290.15 , 292.14 , 292.41 , 295.56 , 300.82 , 297.95 , 297.55 , 9 057.33 
 4 025.00 , 42 508.75 , 5.00 , level_1 , -   , 3.33 , 37.33 , 33.00 , 75.00 , 5.67 , 6.67 , 326.67 , 9.00 , 226.67 , 33.33 , 5.00 , 0.30 , sp8 , -   , -   , 1 012.67 , -   , -   , -   , -   , 801.67 , 701.00 , 1 018.00 , 800.33 , 1 014.33 , 308.48 , 1 014.00 , 295.93 , 293.50 , 803.00 , 303.52 , 75.33 , 291.88 , 297.04 , 299.15 , 293.11 , 287.82 , 289.16 , 289.26 , 290.48 , 300.48 , 298.46 , 297.12 , 6 513.67 
 4 026.00 , 42 508.88 , 5.33 , level_5 , -   , 2.33 , 46.67 , 32.00 , 75.00 , 4.00 , -   , 310.00 , 4.00 , 206.67 , 6.67 , 3.67 , 2.00 , sp10 , -   , -   , 1 014.00 , -   , -   , -   , -   , 800.33 , 601.67 , 1 019.33 , 800.00 , 1 015.00 , 306.82 , 1 015.00 , 292.25 , 290.46 , 803.00 , 300.59 , 73.67 , 289.40 , 294.26 , 296.15 , 290.71 , 285.48 , 287.36 , 287.04 , 289.15 , 296.82 , 294.17 , 292.61 , 6 797.00 
 4 027.00 , 42 509.00 , 3.67 , level_9 , 0.10 , 2.00 , 64.00 , 46.67 , 75.00 , 3.33 , -   , 300.00 , 1.00 , 46.67 , -   , 1.33 , 1.30 , sp13 , -   , -   , 1 016.00 , -   , -   , -   , -   , 800.00 , 601.33 , 1 020.00 , 800.00 , 1 015.00 , 305.82 , 1 017.33 , 291.72 , 289.71 , 702.00 , 297.03 , 84.33 , 288.15 , 290.93 , 292.82 , 289.59 , 283.82 , 286.73 , 286.85 , 288.82 , 291.48 , 289.73 , 287.97 , 8 051.67 
 4 028.00 , 42 509.13 , 2.33 , level_9 , -   , 1.67 , 83.67 , 55.33 , 80.67 , 2.67 , -   , 203.33 , 0.67 , 130.00 , -   , 1.00 , -   , sp12 , -   , -   , 1 014.67 , -   , -   , -   , -   , 800.00 , 801.33 , 1 019.67 , 800.00 , 1 014.00 , 304.48 , 1 017.00 , 291.08 , 288.57 , 775.67 , 294.97 , 83.67 , 285.74 , 290.11 , 289.48 , 287.76 , 282.48 , 286.23 , 284.08 , 288.15 , 289.15 , 287.03 , 285.19 , 4 787.33 
 4 029.00 , 42 509.25 , 1.33 , level_1 , 0.30 , 0.33 , 91.00 , 64.67 , 90.00 , 2.00 , -   , 220.00 , 1.67 , 213.33 , -   , 0.67 , -   , sp12 , -   , -   , 1 014.67 , -   , -   , -   , -   , 800.00 , 801.00 , 1 020.33 , 800.00 , 1 015.00 , 308.48 , 1 017.67 , 290.82 , 287.84 , 466.67 , 295.42 , 82.00 , 284.63 , 290.74 , 289.58 , 288.02 , 283.15 , 285.83 , 285.00 , 287.15 , 287.48 , 285.66 , 283.34 , 4 281.00 
 4 030.00 , 42 509.38 , 1.00 , level_1 , 1.20 , 0.67 , 71.00 , 60.67 , 85.00 , 2.00 , -   , 206.67 , 3.67 , 340.00 , -   , 0.67 , -   , sp14 , -   , -   , 1 015.67 , -   , -   , -   , -   , 800.00 , 801.00 , 1 021.33 , 800.00 , 1 017.00 , 315.15 , 1 019.33 , 294.26 , 293.24 , 467.00 , 300.37 , 75.33 , 292.25 , 296.11 , 301.18 , 291.31 , 284.48 , 286.41 , 286.48 , 287.97 , 291.48 , 291.65 , 287.78 , 7 594.00 
 4 031.00 , 42 509.50 , 2.00 , level_5 , -   , 3.33 , 48.00 , 37.33 , 90.00 , 4.67 , -   , 310.00 , 4.67 , 173.33 , -   , 1.33 , -   , sp14 , -   , -   , 1 016.00 , -   , -   , -   , -   , 800.00 , 801.00 , 1 023.00 , 800.00 , 1 018.00 , 316.15 , 1 020.00 , 299.45 , 296.64 , 468.00 , 304.77 , 58.67 , 294.02 , 300.00 , 297.38 , 294.47 , 286.48 , 288.85 , 290.00 , 291.11 , 297.82 , 294.37 , 292.97 , 6 995.00 
 4 032.00 , 42 509.63 , 2.33 , level_5 , -   , 4.33 , 29.33 , 32.33 , 90.00 , 3.67 , -   , 323.33 , 5.00 , 176.67 , -   , 1.67 , -   , sp13 , -   , -   , 1 016.00 , -   , -   , -   , -   , 800.00 , 801.00 , 1 023.33 , 800.00 , 1 016.67 , 312.48 , 1 020.00 , 302.78 , 298.59 , 804.00 , 305.74 , 53.00 , 295.52 , 296.67 , 296.92 , 294.51 , 288.82 , 290.13 , 292.04 , 292.60 , 301.82 , 296.51 , 296.27 , 6 034.33 
 4 033.00 , 42 509.75 , 3.67 , level_5 , 0.10 , 4.00 , 33.33 , 35.00 , 90.00 , 2.00 , -   , 216.67 , 6.67 , 106.67 , -   , 2.67 , -   , sp10 , -   , -   , 1 016.67 , -   , -   , -   , -   , 800.00 , 801.00 , 1 024.00 , 800.00 , 1 016.33 , 307.48 , 1 019.00 , 301.86 , 297.64 , 736.17 , 304.44 , 51.67 , 294.52 , 295.19 , 298.15 , 291.88 , 287.82 , 289.15 , 289.26 , 290.74 , 302.15 , 297.68 , 296.58 , 5 679.00 
 4 034.00 , 42 509.88 , 4.67 , level_3 , -   , 1.00 , 54.67 , 47.00 , 90.00 , 1.67 , -   , 328.33 , 2.33 , 93.33 , -   , 3.67 , -   , sp12 , -   , -   , 1 019.00 , -   , -   , -   , -   , 800.00 , 802.00 , 1 024.67 , 800.00 , 1 018.00 , 305.82 , 1 020.33 , 294.82 , 293.00 , 804.00 , 300.73 , 53.33 , 290.95 , 294.08 , 294.98 , 289.69 , 286.15 , 287.74 , 285.37 , 288.48 , 297.48 , 294.32 , 293.41 , 6 135.33 
 4 035.00 , 42 510.00 , 2.67 , level_4 , -   , 0.67 , 77.33 , 61.67 , 90.00 , 0.67 , -   , 161.67 , 0.33 , 160.00 , -   , 1.33 , -   , sp13 , -   , -   , 1 020.67 , -   , -   , -   , -   , 800.00 , 802.33 , 1 025.00 , 800.00 , 1 019.67 , 304.82 , 1 022.00 , 291.15 , 289.98 , 468.67 , 297.26 , 63.33 , 287.52 , 290.56 , 290.22 , 288.93 , 284.48 , 286.78 , 285.19 , 288.15 , 292.82 , 288.93 , 287.97 , 8 671.67 
 4 036.00 , 42 510.13 , 0.67 , level_4 , 0.10 , 1.33 , 86.00 , 71.33 , 85.00 , 0.67 , -   , 99.67 , 1.33 , 250.00 , -   , 0.67 , -   , sp13 , -   , -   , 1 021.00 , -   , -   , -   , -   , 800.00 , 803.00 , 1 023.67 , 800.00 , 1 020.00 , 303.48 , 1 022.00 , 288.92 , 288.28 , 702.33 , 295.90 , 78.67 , 287.54 , 290.19 , 287.92 , 287.98 , 284.15 , 286.46 , 283.89 , 287.82 , 290.15 , 286.04 , 284.45 , 6 111.33 
 4 037.00 , 42 510.25 , 1.00 , level_1 , -   , 0.67 , 89.67 , 81.00 , 13.33 , 0.33 , -   , 40.00 , 2.00 , 307.33 , -   , 0.67 , -   , sp12 , -   , -   , 1 021.00 , -   , -   , -   , -   , 800.00 , 801.00 , 1 023.00 , 800.00 , 1 021.00 , 307.48 , 1 022.00 , 289.62 , 287.04 , 800.67 , 295.90 , 87.00 , 285.37 , 290.74 , 289.05 , 288.13 , 283.82 , 285.63 , 284.63 , 287.59 , 288.48 , 284.87 , 282.97 , 5 689.00 
 4 038.00 , 42 510.38 , 1.00 , level_4 , -   , 1.00 , 72.00 , 69.00 , -   , 1.00 , -   , -   , 1.67 , 313.33 , -   , 2.67 , -   , sp13 , -   , -   , 1 021.00 , -   , -   , -   , -   , 800.00 , 801.33 , 1 023.00 , 800.00 ,, 314.15 , 1 023.00 , 295.00 , 293.75 , 800.00 , 301.14 , 69.33 , 292.15 , 294.63 , 301.18 , 291.80 , 287.15 , 290.58 , 288.89 , 293.33 , 293.15 , 291.18 , 287.23 , 9 164.00 
 4 039.00 , 42 510.50 , 1.00 , level_2 , -   , 2.00 , 38.00 , 48.67 , 13.33 , 0.67 , -   , 36.67 , 4.67 , 160.00 , -   , 0.67 , -   , sp13 , -   , -   , 1 021.00 , -   , -   , -   , -   , 800.00 , 801.00 , 1 021.67 , 800.00 , 1 021.33 , 313.48 , 1 022.00 , 298.89 , 297.23 , 800.67 , 305.75 , 53.33 , 294.82 , 297.41 , 299.42 , 294.15 , 292.30 , 296.13 , 292.04 , 301.48 , 300.82 , 296.42 , 295.37 , 9 683.00 
 4 040.00 , 42 510.63 , 1.33 , level_5 , -   , 5.67 , 27.67 , 34.00 , -   , 3.33 , -   , 206.67 , 4.67 , 190.00 , -   , 1.67 , -   , sp12 , -   , -   , 1 021.00 , -   , -   , -   , -   , 800.00 , 802.00 , 1 019.33 , 800.00 , 1 020.33 , 311.15 , 1 020.33 , 300.74 , 298.14 , 800.00 , 306.84 , 49.00 , 295.22 , 296.67 , 299.88 , 293.93 , 293.52 , 299.42 , 292.11 , 305.74 , 304.15 , 299.24 , 298.64 , 9 237.00 
 4 041.00 , 42 510.75 , 1.00 , level_5 , -   , 5.00 , 29.33 , 34.67 , -   , 2.67 , -   , 300.00 , 5.67 , 213.33 , -   , 1.33 , -   , sp10 , -   , -   , 1 020.67 , -   , -   , -   , -   , 800.00 , 800.33 , 1 017.67 , 800.00 , 1 020.00 , 307.15 , 1 018.67 , 298.89 , 296.64 , 800.00 , 305.52 , 55.33 , 294.35 , 296.85 , 301.48 , 294.03 , 292.41 , 297.56 , 291.30 , 301.11 , 303.82 , 300.45 , 298.85 , 8 116.00 
 4 042.00 , 42 510.88 , 2.33 , level_3 , -   , 2.33 , 48.67 , 30.00 , 20.00 , 1.00 , -   , 139.67 , 4.67 , 226.67 , -   , 3.67 , -   , sp10 , -   , -   , 1 021.00 , -   , -   , -   , -   , 800.00 , 800.00 , 1 017.00 , 800.00 , 1 020.33 , 304.82 , 1 018.33 , 293.15 , 291.24 , 801.00 , 301.77 , 75.67 , 290.00 , 293.71 , 298.82 , 290.77 , 289.41 , 292.62 , 287.41 , 295.56 , 299.48 , 297.26 , 295.48 , 8 723.00 
 4 043.00 , 42 511.00 , 0.67 , level_5 , -   , 1.33 , 60.33 , 58.00 , 26.67 , 1.00 , -   , 54.00 , 3.00 , 226.67 , -   , 1.33 , -   , sp12 , -   , -   , 1 021.00 , -   , -   , -   , -   , 800.00 , 800.00 , 1 015.67 , 800.00 , 1 021.00 , 302.48 , 1 019.00 , 291.48 , 289.02 , 801.00 , 297.74 , 86.00 , 287.04 , 291.11 , 292.38 , 289.21 , 284.48 , 288.68 , 285.37 , 291.63 , 294.15 , 289.96 , 288.34 , 9 323.33 
 4 044.00 , 42 511.13 , 2.00 , level_5 , -   , 0.33 , 87.67 , 80.33 , -   , 0.33 , -   , 56.00 , 2.00 , 186.67 , -   , 1.00 , -   , sp11 , -   , -   , 1 020.00 , -   , -   , -   , -   , 800.00 , 800.00 , 1 014.00 , 800.00 , 1 019.67 , 302.15 , 1 018.00 , 289.85 , 287.37 , 800.00 , 295.85 , 83.67 , 285.56 , 290.56 , 289.05 , 287.78 , 281.48 , 287.04 , 283.34 , 290.45 , 291.15 , 286.86 , 285.56 , 4 654.00 
 4 045.00 , 42 511.25 , 1.33 , level_5 , -   , 0.33 , 82.33 , 85.33 , -   , 0.67 , -   , 126.67 , 2.00 , 316.67 , 20.00 , 1.00 , -   , sp10 , -   , -   , 1 019.00 , -   , -   , -   , -   , 801.00 , 800.00 , 1 013.00 , 800.00 , 1 019.00 , 303.82 , 1 018.33 , 289.55 , 287.01 , 800.00 , 294.49 , 82.00 , 285.00 , 291.30 , 289.35 , 287.68 , 281.48 , 287.95 , 283.71 , 291.71 , 287.82 , 285.63 , 283.71 , 3 056.33 
 4 046.00 , 42 511.38 , 0.67 , level_6 , -   , 0.33 , 52.67 , 69.67 , 20.00 , 1.00 , -   , 125.00 , 5.33 , 250.00 , 26.67 , 1.67 , -   , sp9 , -   , -   , 1 019.67 , -   , -   , -   , -   , 801.33 , 800.33 , 1 013.00 , 800.00 , 1 019.67 , 307.82 , 1 018.33 , 295.37 , 294.28 , 801.00 , 298.46 , 65.33 , 293.15 , 294.08 , 301.62 , 292.58 , 289.33 , 293.97 , 289.63 , 298.15 , 292.15 , 292.47 , 288.89 , 3 636.00 
 4 047.00 , 42 511.50 , 1.00 , level_5 , -   , 3.67 , 32.33 , 55.33 , 13.33 , 3.33 , -   , 270.00 , 8.00 , 216.67 , -   , 1.00 , -   , sp8 , -   , -   , 1 019.33 , -   , -   , -   , -   , 800.00 , 801.00 , 1 013.33 , 800.00 , 1 018.67 , 308.15 , 1 017.67 , 300.00 , 297.70 , 800.67 , 302.88 , 55.33 , 294.98 , 299.82 , 299.82 , 295.63 , 290.56 , 298.00 , 292.96 , 303.89 , 299.82 , 296.42 , 295.00 , 3 662.33 
 4 048.00 , 42 511.63 , 3.33 , level_5 , -   , 5.33 , 33.00 , 37.67 , 38.33 , 4.67 , -   , 316.67 , 8.00 , 223.33 , 26.67 , 4.00 , -   , sp7 , -   , -   , 1 018.67 , -   , -   , -   , -   , 801.33 , 801.00 , 1 012.00 , 800.00 , 1 017.33 , 305.82 , 1 015.00 , 300.37 , 298.00 , 801.67 , 304.09 , 56.00 , 294.88 , 299.63 , 300.82 , 296.00 , 288.89 , 296.70 , 292.96 , 304.63 , 302.15 , 300.22 , 299.66 , 1 853.67 
 4 049.00 , 42 511.75 , 4.67 , level_4 , 0.20 , 4.67 , 33.67 , 33.67 , 75.00 , 2.33 , -   , 170.00 , 7.00 , 226.67 , 40.00 , 5.33 , -   , sp5 , -   , -   , 1 017.33 , -   , -   , -   , -   , 802.00 , 801.33 , 1 012.33 , 800.00 , 1 016.33 , 304.15 , 1 013.00 , 296.48 , 295.37 , 307.33 , 303.27 , 57.67 , 293.88 , 297.78 , 301.15 , 294.59 , 288.34 , 292.06 , 291.48 , 297.59 , 301.82 , 300.59 , 299.12 ,-1 538.67 
 4 050.00 , 42 511.88 , 5.00 , level_3 , 0.10 , 2.00 , 52.33 , 48.00 , 75.00 , 1.33 , -   , 43.33 , 4.00 , 226.67 , 20.00 , 4.33 , -   , sp7 , -   , -   , 1 017.00 , -   , -   , -   , -   , 801.00 , 801.00 , 1 011.00 , 800.00 , 1 018.67 , 303.48 , 1 013.00 , 291.36 , 290.60 , 702.00 , 300.14 , 82.00 , 289.91 , 294.08 , 297.48 , 290.70 , 287.78 , 289.79 , 287.78 , 292.22 , 296.48 , 296.46 , 295.17 , 771.00 
 4 051.00 , 42 512.00 , 3.00 , level_6 , 0.30 , 0.67 , 82.33 , 54.00 , 65.00 , 1.00 , -   , 201.33 , 2.00 , 260.00 , -   , 3.00 , -   , sp10 , -   , -   , 1 017.33 , -   , -   , -   , -   , 800.00 , 801.00 , 1 012.00 , 800.00 , 1 019.67 , 302.82 , 1 013.67 , 289.45 , 288.80 , 505.00 , 296.02 , 90.33 , 288.47 , 291.48 , 295.82 , 289.01 , 287.22 , 288.51 , 284.63 , 290.74 , 292.15 , 294.45 , 293.77 , 3 425.00 
 4 052.00 , 42 512.13 , 4.33 , level_7 , -   , 1.33 , 91.33 , 57.67 , 77.33 , 1.33 , 75.00 , 86.67 , 1.00 , 282.00 , -   , 2.33 , -   , sp10 , -   , -   , 1 015.67 , -   , -   , -   , -   , 800.00 , 801.67 , 1 010.33 , 803.00 , 1 015.00 , 301.82 , 1 013.00 , 290.15 , 287.97 , 775.67 , 296.12 , 78.67 , 286.67 , 290.37 , 294.48 , 287.69 , 285.82 , 287.35 , 282.59 , 288.89 , 290.82 , 293.14 , 292.51 , 757.00 
 4 053.00 , 42 512.25 , 6.00 , level_1 , -   , 0.67 , 88.00 , 62.33 , 56.67 , 1.00 , 80.00 , 105.33 , 0.67 , 213.33 , -   , 3.00 , -   , sp11 , -   , -   , 1 014.33 , -   , -   , -   , -   , 800.00 , 801.33 , 1 010.33 , 803.33 , 1 014.00 , 304.82 , 1 013.00 , 288.88 , 287.14 , 768.33 , 296.24 , 85.33 , 285.74 , 290.00 , 291.82 , 287.46 , 285.48 , 287.12 , 283.33 , 289.08 , 290.82 , 291.24 , 290.38 ,-658.00 
 4 054.00 , 42 512.38 , 8.00 , level_6 , 0.50 , 0.67 , 77.00 , 60.33 , 75.00 , 5.67 , 6.67 , 313.33 , 1.33 , 96.33 , -   , 2.00 , -   , sp13 , -   , -   , 1 014.67 , -   , -   , -   , -   , 800.00 , 801.00 , 1 014.67 , 800.33 , 1 015.00 , 307.82 , 1 014.33 , 295.22 , 294.11 , 507.00 , 297.55 , 60.67 , 292.95 , 295.56 , 298.58 , 291.22 , 284.60 , 286.13 , 288.22 , 287.78 , 291.48 , 292.64 , 290.19 ,-680.33 
 4 055.00 , 42 512.50 , 6.33 , level_2 , 0.30 , 2.67 , 57.00 , 54.67 , 63.33 , 4.67 , 26.67 , 303.33 , 4.67 , 213.33 , 20.00 , 2.67 , -   , sp15 , -   , -   , 1 013.67 , -   , -   , -   , -   , 801.00 , 802.00 , 1 017.00 , 801.33 , 1 012.67 , 308.48 , 1 015.67 , 301.30 , 298.25 , 702.00 , 300.24 , 48.33 , 295.78 , 294.82 , 297.68 , 293.09 , 284.15 , 287.50 , 290.93 , 289.08 , 295.15 , 294.51 , 293.15 ,-1 404.33 
 4 056.00 , 42 512.63 , 8.00 , level_8 , -   , 9.33 , 43.00 , 35.33 , 40.00 , 10.33 , 33.33 , 323.33 , 6.67 , 210.00 , 26.67 , 2.67 , 1.00 , sp15 , -   , -   , 1 012.33 , -   , -   , -   , -   , 801.33 , 701.33 , 1 019.00 , 801.67 , 1 011.33 , 308.15 , 1 016.67 , 304.48 , 300.98 , 802.00 , 301.91 , 21.33 , 297.96 , 298.70 , 295.15 , 294.25 , 285.48 , 288.76 , 290.74 , 290.85 , 298.15 , 294.69 , 293.88 ,-2 462.33 
 4 057.00 , 42 512.75 , 8.00 , level_9 , -   , 9.33 , 33.33 , 21.67 , 40.00 , 9.67 , 20.00 , 316.67 , 4.67 , 230.00 , -   , 2.67 , 1.30 , sp13 , -   , -   , 1 013.00 , -   , -   , -   , -   , 800.00 , 556.33 , 1 021.33 , 801.00 , 1 012.00 , 304.82 , 1 018.67 , 303.82 , 300.02 , 802.00 , 302.08 , 22.00 , 296.66 , 295.00 , 294.48 , 291.89 , 287.15 , 288.79 , 288.52 , 289.89 , 300.48 , 293.75 , 292.25 ,-2 284.00 
 4 058.00 , 42 512.88 , 3.00 , level_6 , -   , 5.00 , 47.33 , 32.33 , 26.67 , 6.00 , -   , 316.67 , 4.67 , 133.33 , -   , 3.00 , -   , sp14 , -   , -   , 1 016.33 , -   , -   , -   , -   , 800.00 , 802.33 , 1 023.33 , 800.00 , 1 015.67 , 303.48 , 1 020.33 , 297.45 , 294.24 , 801.33 , 299.64 , 51.00 , 292.01 , 292.97 , 290.82 , 289.24 , 283.48 , 285.78 , 285.74 , 287.48 , 296.82 , 290.03 , 288.88 ,-1 091.67 
 4 059.00 , 42 513.00 , 1.67 , level_6 , -   , 2.67 , 45.33 , 44.67 , 36.00 , 2.00 , -   , 194.33 , 1.67 , 153.33 , -   , 1.00 , -   , sp16 , -   , -   , 1 019.33 , -   , -   , -   , -   , 800.00 , 802.00 , 1 025.00 , 800.00 , 1 019.67 , 300.15 , 1 022.67 , 292.82 , 289.82 , 801.67 , 295.35 , 69.33 , 287.04 , 289.26 , 287.18 , 286.92 , 279.48 , 283.28 , 282.41 , 286.30 , 292.15 , 284.99 , 283.34 , 3 404.00 
 4 060.00 , 42 513.13 , 1.00 , level_7 , -   , 3.67 , 70.33 , 59.67 , 76.00 , 0.67 , -   , 76.67 , 4.00 , 296.67 , -   , 1.00 , -   , sp16 , -   , -   , 1 020.00 , -   , -   , -   , -   , 800.00 , 801.33 , 1 025.00 , 800.00 , 1 021.33 , 297.48 , 1 023.00 , 290.82 , 287.24 , 803.00 , 292.77 , 64.67 , 283.89 , 288.00 , 284.52 , 284.86 , 276.48 , 281.49 , 278.89 , 285.00 , 289.15 , 282.50 , 281.30 , 5 194.67 
